status,family,pval,qval,G,gene_short_name,id,ensembl_gene_id,hgnc_symbol,entrezgene,iqr_count,num_cells_expressed
OK,negbinomial.size,1.69017717730834e-15,8.24806462526468e-14,G21171,SLC43A2,NM_001284499+NM_001284498+NM_152346,ENSG00000278550,SLC43A2,124935,2.84799690655495,1022
OK,negbinomial.size,0.0023736649340462,0.00569024084561048,G21174,MIR22HG,NR_028504+NR_028505+NR_028503+NR_028502,ENSG00000282800,MIR22HG,NA,2.64385618977472,630
OK,negbinomial.size,0.113119962658564,0.163818900045159,G21178,RPA1,NM_002945,ENSG00000132383,RPA1,6117,2.78504441451207,1117
OK,negbinomial.size,0.000205933746170931,0.00067532504919403,G21180,DPH1,NM_001383,ENSG00000108963,DPH1,1801,2.64385618977472,1221
OK,negbinomial.size,1.47802297429461e-06,9.01594014319713e-06,G21186,SGSM2,NM_014853+NM_001098509,ENSG00000141258,SGSM2,9905,2.63226821549951,1030
OK,negbinomial.size,5.98153627952732e-07,4.05181251119979e-06,G21187,MNT,NM_020310,ENSG00000070444,MNT,4335,2.32192809488736,658
OK,negbinomial.size,1.07707497322627e-08,1.18583327540083e-07,G21191,CLUH,NM_015229,ENSG00000132361,CLUH,23277,2.20163386116965,863
OK,negbinomial.size,0.00137362350502848,0.00352704010335527,G21192,PAFAH1B1,NM_000430,ENSG00000007168,PAFAH1B1,5048,2.61890983264449,1649
OK,negbinomial.size,0.0265579612207935,0.0474406952713343,G21216,CTNS,NM_004937+NM_001031681,ENSG00000040531,CTNS,1497,2.70043971814109,658
OK,negbinomial.size,0.00353861919952649,0.00805107211021299,G21218,C17orf85,NM_001114118,NA,NA,NA,2.67807190511264,1234
OK,negbinomial.size,0.00352680180082935,0.00802620787947754,G21219,CAMKK1,NM_172206+NM_032294+NM_172207,ENSG00000004660,CAMKK1,84254,3.08746284125034,585
OK,negbinomial.size,0.111990880524524,0.162313962012427,G2122,PRRC2C,NM_015172,ENSG00000117523,PRRC2C,23215,2.50123724483731,2012
OK,negbinomial.size,2.03694481812378e-12,5.39774325436116e-11,G21220,ATP2A3,NM_005173+NM_174953+NM_174956+NM_174954+NM_174955+NM_174958+NM_174957,ENSG00000074370,ATP2A3,489,3.0703893278914,1462
OK,negbinomial.size,0.871308708801677,0.897145873980559,G21221,CYB5D2,NM_001254756+NM_144611+NM_001254755,ENSG00000167740,CYB5D2,124936,2.87446911791614,1602
OK,negbinomial.size,0.141122711981549,0.197161226210062,G21222,ANKFY1,NR_047571+NM_001257999+NM_016376,ENSG00000185722,ANKFY1,51479,2.72246602447109,1029
OK,negbinomial.size,0.235690776236115,0.30302140812584,G21229,CXCL16,NM_022059+NM_001100812,ENSG00000161921,CXCL16,58191,3.1648805309579,963
OK,negbinomial.size,0.00963750775834398,0.0195179912561133,G21230,ARRB2,NM_199004+NM_004313+NR_047516+NM_001257328+NM_001257331+NM_001257330+NM_001257329,ENSG00000141480,ARRB2,409,2.32192809488736,727
OK,negbinomial.size,0.0342343949253441,0.0589937234941795,G21235,PSMB6,NM_002798+NM_001270481,ENSG00000142507,PSMB6,5694,2.44668312589531,2102
OK,negbinomial.size,0.951239282377399,0.965658160287721,G21237,MED11,NM_001001683,ENSG00000161920,MED11,400569,2.63226821549951,1139
OK,negbinomial.size,0.139591070619199,0.19532364934131,G21239,SLC25A11,NM_001165418+NM_003562+NM_001165417,ENSG00000108528,SLC25A11,8402,2.89074042124063,1700
OK,negbinomial.size,0.0192645398861282,0.0357199149911615,G2124,METTL13,NM_015935+NM_014955+NM_001007239,ENSG00000010165,METTL13,51603,2.63226821549951,836
OK,negbinomial.size,6.27867487488877e-07,4.22383582492517e-06,G21240,MINK1,NM_153827+NM_170663+NM_015716+NM_001024937,ENSG00000141503,MINK1,50488,2.37851162325373,1301
OK,negbinomial.size,0.00185421825973458,0.0045687452098482,G21241,RNF167,NM_015528,ENSG00000108523,RNF167,26001,2.62053872908752,1797
OK,negbinomial.size,2.10653404858443e-05,9.40543491128598e-05,G21245,KIF1C,NM_006612,ENSG00000129250,KIF1C,10749,2.43295940727611,845
OK,negbinomial.size,3.6521829794692e-09,4.57943165814555e-08,G21247,CAMTA2,NM_001171166+NM_001171168+NM_001171167+NM_015099,ENSG00000108509,CAMTA2,23125,2.67807190511264,1360
OK,negbinomial.size,1.61259765803472e-05,7.39762787435844e-05,G21249,SPAG7,NM_004890,ENSG00000091640,SPAG7,9552,2.96347412397489,1709
OK,negbinomial.size,0.333449417598865,0.405875871927,G21256,ZNF232,NM_014519,ENSG00000167840,ZNF232,7775,2.58496250072116,822
OK,negbinomial.size,0.737850170560232,0.781385494406777,G21258,RPAIN,NM_001160266+NM_001160243+NM_001160244+NR_027683+NR_027682+NR_027679+NM_001160246+NR_027685+NR_027684+NM_001033002,ENSG00000129197,RPAIN,84268,2.66296501272243,1780
OK,negbinomial.size,0.0575533164565896,0.0919467954291436,G21260,NUP88,NM_002532,ENSG00000108559,NUP88,4927,2.55448101234815,1049
OK,negbinomial.size,0.819128288404141,0.852263476744564,G21261,C1QBP,NM_001212,ENSG00000108561,C1QBP,708,2.37251985810356,1873
OK,negbinomial.size,2.53226547732818e-12,6.56933699118356e-11,G21263,LOC728392,NM_001162371,NA,NA,NA,2.71049338280501,1032
OK,negbinomial.size,0.00027119872897381,0.000858479006022286,G21264,MIS12,NM_001258217+NM_001258220+NM_001258219+NM_001258218+NM_024039,ENSG00000167842,MIS12,79003,2.75488750216347,755
OK,negbinomial.size,0.482125042984955,0.549851552307753,G21265,DERL2,NM_016041,ENSG00000072849,DERL2,51009,2.68449817427207,1350
OK,negbinomial.size,0.943984257129065,0.959501224201891,G21270,TXNDC17,NM_032731,ENSG00000129235,TXNDC17,84817,2.27144046023674,1943
OK,negbinomial.size,0.0521314491701401,0.0844613555729444,G21294,CTDNEP1,NM_001143775+NM_015343,ENSG00000175826,CTDNEP1,23399,2.32192809488736,1386
