status,family,pval,qval,G,gene_short_name,id,ensembl_gene_id,hgnc_symbol,entrezgene,iqr_count,num_cells_expressed,use_for_ordering
OK,negbinomial.size,0.458804054502774,0.802573726807022,G15402,CELF1,NM_006560+NM_001172640+NM_001172639+NM_001025596+NM_198700,ENSG00000149187,CELF1,10658,2.5405683813627,1740,FALSE
OK,negbinomial.size,0.458957057128471,0.802685841099542,G741,PANK4,NM_018216,ENSG00000273494,PANK4,55229,2.90689059560852,854,FALSE
OK,negbinomial.size,0.459241460208072,0.802716728510837,G143,H6PD,NM_004285+NM_001282587,ENSG00000049239,H6PD,9563,2.75488750216347,934,FALSE
OK,negbinomial.size,0.459182755611394,0.802716728510837,G18526,ACTR10,NM_018477,ENSG00000131966,ACTR10,55860,2.75899190049621,1821,FALSE
OK,negbinomial.size,0.459231229867843,0.802716728510837,G8815,C6orf203,NM_001142468+NM_001142470+NM_016487,ENSG00000130349,C6orf203,51250,2.55426222838909,864,FALSE
OK,negbinomial.size,0.45988447761349,0.802949207992045,G15863,INPPL1,NM_001567,ENSG00000165458,INPPL1,3636,2.4594316186373,929,FALSE
OK,negbinomial.size,0.459640229749643,0.802949207992045,G17207,ATXN7L3B,NM_001136262,ENSG00000253719,ATXN7L3B,552889,2.6104729233623,1761,FALSE
OK,negbinomial.size,0.459779071508642,0.802949207992045,G18049,LAMP1,NM_005561,ENSG00000185896,LAMP1,3916,2.18220333122075,1979,FALSE
OK,negbinomial.size,0.459670917654998,0.802949207992045,G565,ARL8A,NM_001256129+NM_138795,ENSG00000143862,ARL8A,127829,2.26303440583379,1287,FALSE
OK,negbinomial.size,0.459631857782398,0.802949207992045,G6489,CTSO,NM_001334,ENSG00000263238,CTSO,1519,2.96347412397489,908,FALSE
OK,negbinomial.size,0.459908103071208,0.802949207992045,G8100,GTF2H5,NM_207118,ENSG00000272047,GTF2H5,404672,2.26303440583379,1762,FALSE
OK,negbinomial.size,0.460220449282437,0.803339175584269,G13931,SH3PXD2A,NM_014631,ENSG00000107957,SH3PXD2A,9644,3.08736299385307,1091,FALSE
OK,negbinomial.size,0.460461413223719,0.803367442683081,G18987,RPAP1,NM_015540,ENSG00000103932,RPAP1,26015,2.53605290024021,749,FALSE
OK,negbinomial.size,0.460592587874128,0.803367442683081,G19738,SEC11A,NM_001271922+NM_014300+NR_073518+NM_001271921+NM_001271920+NM_001271919+NM_001271918,ENSG00000140612,SEC11A,23478,2.28757659009659,1880,FALSE
OK,negbinomial.size,0.460515752448103,0.803367442683081,G6994,BRD9,NM_023924+NR_027633+NM_001009877,ENSG00000028310,BRD9,65980,2.52356195605701,946,FALSE
OK,negbinomial.size,0.460424207433109,0.803367442683081,G7326,CDO1,NM_001801,ENSG00000129596,CDO1,1036,3.08032055320115,627,FALSE
OK,negbinomial.size,0.460769977172028,0.803521605931827,G16338,LEPREL2,NM_014262,NA,NA,NA,2.8073549220576,1202,FALSE
OK,negbinomial.size,0.460980476394875,0.80373343779315,G9911,ZNF3,NM_017715+NM_001278292+NM_001278291+NM_001278290+NM_001278287+NM_032924+NM_001278284,ENSG00000166526,ZNF3,7551,2.76553474636298,1018,FALSE
OK,negbinomial.size,0.461410682981961,0.803858893093744,G18305,TMEM55B,NM_144568+NM_001100814,NA,NA,NA,2.55019708256048,1320,FALSE
OK,negbinomial.size,0.461465154500695,0.803858893093744,G2085,POGK,NM_017542,ENSG00000143157,POGK,57645,2.58496250072116,1158,FALSE
OK,negbinomial.size,0.461497634349233,0.803858893093744,G22268,SRSF2,NM_003016+NM_001195427+NR_036608,ENSG00000161547,SRSF2,6427,2.27563444261343,1848,FALSE
OK,negbinomial.size,0.461146947328697,0.803858893093744,G3829,PRPF40A,NM_017892,ENSG00000196504,PRPF40A,55660,2.71881824745595,1821,FALSE
OK,negbinomial.size,0.461478841220655,0.803858893093744,G9634,BLVRA,NM_000712+NM_001253823,ENSG00000106605,BLVRA,644,2.61890983264449,1338,FALSE
OK,negbinomial.size,0.461720397615418,0.803936692318609,G18076,PELI2,NM_021255,ENSG00000139946,PELI2,57161,2.8073549220576,677,FALSE
OK,negbinomial.size,0.461689849466673,0.803936692318609,G4113,SCG2,NM_003469,ENSG00000171951,SCG2,7857,4.39633381793891,1684,FALSE
OK,negbinomial.size,0.461963657295647,0.804050105661288,G12376,TFE3,NM_001282142+NM_006521,ENSG00000068323,TFE3,7030,2.32192809488736,1049,FALSE
OK,negbinomial.size,0.461939275677414,0.804050105661288,G4191,ILKAP,NM_030768,ENSG00000132323,ILKAP,80895,2.43295940727611,1048,FALSE
OK,negbinomial.size,0.462239647175233,0.804375392193139,G6134,SOD3,NM_003102,ENSG00000109610,SOD3,6649,3.03562390973072,511,FALSE
OK,negbinomial.size,0.462550151164031,0.804760602179393,G2743,TTC27,NM_001193509+NM_017735,ENSG00000018699,TTC27,55622,2.52356195605701,538,FALSE
OK,negbinomial.size,0.462857938236428,0.80514093764903,G13774,SVIL,NM_021738+NM_003174,ENSG00000197321,SVIL,6840,2.64385618977472,841,FALSE
OK,negbinomial.size,0.46322181787702,0.805618680753947,G5201,CD47,NM_001777+NM_198793,ENSG00000196776,CD47,961,3.04983827742982,1925,FALSE
OK,negbinomial.size,0.463602127981323,0.805814403429994,G16989,EIF4B,NM_001417,ENSG00000063046,EIF4B,1975,2.32192809488736,1983,FALSE
OK,negbinomial.size,0.463580735766379,0.805814403429994,G22921,SIPA1L3,NM_015073,ENSG00000105738,SIPA1L3,23094,2.8073549220576,1392,FALSE
OK,negbinomial.size,0.46344655016829,0.805814403429994,G995,TCEB3,NM_003198,NA,NA,NA,2.64385618977472,1470,FALSE
OK,negbinomial.size,0.464804233811053,0.806403792592428,G10404,FGFR1,NM_001174064+NM_023106+NM_023105+NM_001174065+NM_001174063+NM_023110+NM_001174067+NM_001174066+NM_015850,ENSG00000077782,FGFR1,2260,2.72582503656101,1687,FALSE
OK,negbinomial.size,0.464694991368512,0.806403792592428,G11441,RALGPS1,NM_001190729+NM_001190730+NM_014636+NM_001190728,ENSG00000136828,RALGPS1,9649,2.84130225398094,1136,FALSE
OK,negbinomial.size,0.465130657177405,0.806403792592428,G11497,CDC37L1,NM_017913,ENSG00000106993,CDC37L1,55664,2.58496250072116,1132,FALSE
OK,negbinomial.size,0.464072820812738,0.806403792592428,G11979,RBM18,NM_033117+NR_027126+NR_027125,ENSG00000119446,RBM18,92400,2.84799690655495,998,FALSE
OK,negbinomial.size,0.465191731482207,0.806403792592428,G13869,CCSER2,NM_018999+NM_001284241+NM_001284240+NM_001284243+NM_001284242,ENSG00000107771,CCSER2,54462,2.73696559416621,1275,FALSE
OK,negbinomial.size,0.46477456426228,0.806403792592428,G1732,SV2A,NM_014849+NM_001278719,ENSG00000159164,SV2A,9900,2.71620703399941,944,FALSE
OK,negbinomial.size,0.465158671362171,0.806403792592428,G17692,TPP2,NM_003291,ENSG00000134900,TPP2,7174,2.8073549220576,1370,FALSE
OK,negbinomial.size,0.464445927412626,0.806403792592428,G18146,SAV1,NM_021818,ENSG00000151748,SAV1,60485,2.39231742277876,709,FALSE
OK,negbinomial.size,0.464405753939162,0.806403792592428,G20712,PDPR,NM_017990,ENSG00000090857,PDPR,55066,2.64385618977472,626,FALSE
OK,negbinomial.size,0.465128110325762,0.806403792592428,G21023,WIPF2,NM_133264,ENSG00000171475,WIPF2,147179,2.67807190511264,1265,FALSE
OK,negbinomial.size,0.464688961627128,0.806403792592428,G22126,SMARCD2,NM_001098426,ENSG00000108604,SMARCD2,6603,2.23233413350172,826,FALSE
OK,negbinomial.size,0.464139723464432,0.806403792592428,G3586,TMEM127,NM_001193304+NM_017849,ENSG00000135956,TMEM127,55654,2.44057259138598,1213,FALSE
OK,negbinomial.size,0.464998920588013,0.806403792592428,G4981,IMPDH2,NM_000884,ENSG00000178035,IMPDH2,3615,2.6020360140801,1738,FALSE
OK,negbinomial.size,0.464654604441262,0.806403792592428,G5248,B4GALT4,NM_003778+NM_212543,ENSG00000121578,B4GALT4,8702,2.77258950389693,1165,FALSE
OK,negbinomial.size,0.465281941227318,0.806405330274568,G20887,RABEP1,NM_001083585+NM_004703+NM_001291581+NM_001291582,ENSG00000029725,RABEP1,9135,2.77760757866355,1588,FALSE
OK,negbinomial.size,0.466066474132538,0.806727451417115,G10041,ING3,NM_019071+NM_198267,ENSG00000071243,ING3,54556,2.67807190511264,991,FALSE
OK,negbinomial.size,0.465770261362217,0.806727451417115,G16907,DDX23,NM_004818,ENSG00000174243,DDX23,9416,2.51457317282976,1177,FALSE
OK,negbinomial.size,0.465925745185823,0.806727451417115,G23021,PTBP1,NM_031991+NM_031990+NM_002819,ENSG00000011304,PTBP1,5725,2.24285652389616,1784,FALSE
OK,negbinomial.size,0.46588444802027,0.806727451417115,G25624,EIF3L,NM_001242923+NM_016091,ENSG00000100129,EIF3L,51386,2.19300186734134,2012,FALSE
OK,negbinomial.size,0.46602252539773,0.806727451417115,G4318,MRPL47,NM_020409+NM_177988,ENSG00000136522,MRPL47,57129,2.50250034052918,1368,FALSE
OK,negbinomial.size,0.466093308217952,0.806727451417115,G4528,PHLDB2,NM_001134437+NM_145753+NM_001134438+NM_001134439,ENSG00000144824,PHLDB2,90102,2.8073549220576,1656,FALSE
OK,negbinomial.size,0.465907897440611,0.806727451417115,G5035,C3orf18,NM_016210+NM_001171743+NM_001171741+NM_001171740,ENSG00000088543,C3orf18,51161,3.16992500144231,444,FALSE
OK,negbinomial.size,0.46628819447421,0.806738481196884,G1499,TMEM56,NM_001199679+NM_152487,ENSG00000152078,TMEM56,148534,2.74127555615787,901,FALSE
OK,negbinomial.size,0.466237087115365,0.806738481196884,G18118,NUBPL,NM_025152+NR_120408+NM_001201573+NM_001201574,ENSG00000151413,NUBPL,80224,2.66296501272243,530,FALSE
OK,negbinomial.size,0.466457119167892,0.806738481196884,G22832,INSR,NM_000208+NM_001079817,ENSG00000171105,INSR,3643,2.91886323727459,1899,FALSE
OK,negbinomial.size,0.466413721764307,0.806738481196884,G5969,NEK1,NM_012224+NM_001199397+NM_001199399+NM_001199400+NM_001199398,ENSG00000137601,NEK1,4750,2.96347412397489,1110,FALSE
OK,negbinomial.size,0.466746064971573,0.806929045301295,G4518,BBX,NM_001142568+NM_020235+NM_001276286,ENSG00000114439,BBX,56987,2.69187770463767,1831,FALSE
OK,negbinomial.size,0.466693770880464,0.806929045301295,G4622,PLS1,NM_001145319+NM_002670+NM_001172312,ENSG00000120756,PLS1,5357,3.11547721741994,1597,FALSE
OK,negbinomial.size,0.467074500214898,0.807342253099771,G7787,MYO6,NM_004999,ENSG00000196586,MYO6,4646,2.8073549220576,1857,FALSE
OK,negbinomial.size,0.467260999293833,0.807355464425785,G2455,ARV1,NM_022786,ENSG00000173409,ARV1,64801,2.59678892941575,931,FALSE
OK,negbinomial.size,0.467178258908525,0.807355464425785,G712,VWA1,NM_022834+NM_199121,ENSG00000179403,VWA1,64856,2.65535182861255,1509,FALSE
OK,negbinomial.size,0.467431859033368,0.807496139179726,G11401,PTBP3,NM_005156+NM_001244896+NM_001163790+NM_001244898+NM_001163788+NM_001244897,ENSG00000119314,PTBP3,9991,2.58496250072116,1428,FALSE
OK,negbinomial.size,0.467633819600224,0.807690477013741,G15731,FIBP,NM_004214+NM_198897,ENSG00000172500,FIBP,9158,2.54748779530249,1696,FALSE
OK,negbinomial.size,0.467754820843108,0.807744935457456,G14974,VWA5A,NM_014622+NM_001130142+NM_198315,ENSG00000110002,VWA5A,4013,3.11447684028906,1776,FALSE
OK,negbinomial.size,0.468116665064583,0.808215194531088,G777,KLHL21,NM_014851,ENSG00000162413,KLHL21,9903,2.67807190511264,812,FALSE
OK,negbinomial.size,0.468398267275163,0.808476455100896,G10722,CHMP7,NM_152272,ENSG00000147457,CHMP7,91782,2.58496250072116,1119,FALSE
OK,negbinomial.size,0.468536643009292,0.808476455100896,G4894,ZNF662,NM_207404+NM_001134656,ENSG00000182983,ZNF662,389114,2.75488750216347,595,FALSE
OK,negbinomial.size,0.468505545090943,0.808476455100896,G8655,MRPL14,NM_032111,ENSG00000180992,MRPL14,64928,2.4594316186373,1706,FALSE
