pval,qval,G,gene_short_name,ensembl_gene_id,entrezgene,iqr_count,num_cells_expressed,use_for_ordering
0.0358385273,0.0978084112,G3915,HNRNPA3,ENSG00000170144,220988,2.7548875022,1369,FALSE
0.0358842913,0.0979037116,G7177,TRIM23,ENSG00000113595,373,2.6332062193,691,FALSE
0.0359096147,0.0979432028,G17674,CLDN10,ENSG00000134873,9071,4.7110323831,586,FALSE
0.0359584929,0.0980468963,G4339,TADA3,ENSG00000171148,10474,2.4447848427,1588,FALSE
0.0361156443,0.0984456633,G6732,RAD17,ENSG00000276618,5884,2.8073549221,1262,FALSE
0.0361272934,0.0984476924,G16501,POC1B,ENSG00000139323,282809,2.5389120922,599,FALSE
0.0361919985,0.0985942555,G3015,KIAA1715,NA,NA,2.7548875022,1000,FALSE
0.036224658,0.0986534579,G10539,KIAA0196,NA,NA,2.8875252707,1114,FALSE
0.0363154273,0.0988708315,G20828,KLHDC4,ENSG00000104731,54758,2.5235619561,734,FALSE
0.0363460115,0.0989058567,G11189,ZNF252P,ENSG00000196922,286101,2.7004397181,760,FALSE
0.036350203,0.0989058567,G12193,FAM69B,ENSG00000165716,138311,2.9656472328,734,FALSE
0.0363997881,0.099010933,G5248,B4GALT4,ENSG00000121578,8702,2.7725895039,1165,FALSE
0.03644956,0.0991164541,G23616,ZNF181,ENSG00000197841,339318,2.5849625007,573,FALSE
0.0365240544,0.0992891187,G12885,TSPYL2,ENSG00000184205,64061,2.9205655325,1205,FALSE
0.0365493436,0.0993279574,G14987,ZBTB44,ENSG00000196323,29068,2.5235619561,990,FALSE
0.0365924145,0.0994150822,G6793,ELL2,ENSG00000118985,22936,3.0934992574,1831,FALSE
0.0366203437,0.0994610299,G21718,PGAP3,ENSG00000161395,93210,2.2016338612,830,FALSE
0.0366504563,0.0994961992,G17458,VPS37B,ENSG00000139722,79720,2.5360529002,967,FALSE
0.0366553344,0.0994961992,G23004,MIER2,ENSG00000105556,54531,2.5075293717,525,FALSE
0.0367016639,0.0995920113,G4618,ZBTB38,ENSG00000177311,253461,2.7004397181,1499,FALSE
0.0367502011,0.0996937546,G10031,CAV2,ENSG00000105971,858,3.0797271925,567,FALSE
0.0367799027,0.0997443561,G9185,GARS,ENSG00000106105,2617,2.7764475418,1795,FALSE
0.03686618,0.0999483102,G10516,SYBU,ENSG00000147642,55638,2.963474124,718,FALSE
0.0368877174,0.0999766775,G7795,FIG4,ENSG00000112367,9896,2.8875252707,896,FALSE
0.0369231292,0.1000126044,G14772,USH1C,ENSG00000006611,10083,3,1500,FALSE
0.0369125512,0.1000126044,G22850,ZNF700,ENSG00000196757,90592,2.7680043571,507,FALSE
0.0370475902,0.1003196294,G5883,PPA2,ENSG00000138777,27068,2.4429434958,1861,FALSE
0.0371330019,0.100520762,G1129,RBBP4,ENSG00000162521,5928,2.3504972471,1855,FALSE
0.0371906426,0.100629216,G10093,ZC3HC1,ENSG00000091732,51530,2.8875252707,749,FALSE
0.0371953582,0.100629216,G16815,SKP1P2,NA,NA,1.8744691179,1882,FALSE
0.0372378068,0.1007138766,G9722,ZNF138,ENSG00000197008,7697,2.5025003405,527,FALSE
0.0373784691,0.1010640368,G244,ST3GAL3,ENSG00000126091,6487,2.2016338612,673,FALSE
0.0374378934,0.1011944016,G18215,SPTLC2,ENSG00000100596,9517,2.9541963104,835,FALSE
0.0374721401,0.101256654,G234,SCMH1,ENSG00000010803,22955,2.8579809951,981,FALSE
0.0375173018,0.1013404514,G12493,OCRL,ENSG00000122126,4952,2.8744691179,1158,FALSE
0.0375256014,0.1013404514,G23486,RPL18A,ENSG00000105640,6142,2,1940,FALSE
0.0375906446,0.1014857474,G22990,ZNF542P,ENSG00000240225,147947,2.7548875022,554,FALSE
0.0376156596,0.1015229222,G14538,SMNDC1,ENSG00000119953,10285,2.2630344058,1129,FALSE
0.0376707112,0.1016411179,G9861,PON3,ENSG00000105852,5446,3.1429579538,642,FALSE
0.037695977,0.1016789006,G3024,UBE2E3,ENSG00000170035,10477,2.3692338097,1408,FALSE
0.0377109775,0.1016889799,G8165,SLC35B3,ENSG00000124786,51000,2.5360529002,1014,FALSE
0.0377787808,0.1018413953,G2362,FLVCR1,ENSG00000162769,28982,2.8073549221,990,FALSE
0.0378465705,0.1019936832,G20507,ARMC5,ENSG00000140691,79798,2.4594316186,754,FALSE
0.0378656315,0.102014599,G8856,ZUFSP,ENSG00000153975,221302,2.7004397181,778,FALSE
0.0379148727,0.1021167872,G20440,YPEL3,ENSG00000090238,83719,2.4594316186,1238,FALSE
0.0379537135,0.1021299927,G10792,TM2D2,ENSG00000169490,83877,2.6438561898,1289,FALSE
0.0379438345,0.1021299927,G18718,SERPINA3,ENSG00000196136,12,8.7515353218,833,FALSE
0.0379478972,0.1021299927,G19631,MPI,ENSG00000178802,4351,2.6629650127,955,FALSE
0.0380661102,0.1023720253,G3889,SP3,ENSG00000172845,6670,2.8073549221,1194,FALSE
0.0380663368,0.1023720253,G7990,ATG5,ENSG00000057663,9474,2.815841755,1154,FALSE
0.0381529152,0.1025743056,G13403,UBL4A,ENSG00000102178,8266,2.6244908649,1026,FALSE
0.0381763417,0.1025761944,G21192,PAFAH1B1,ENSG00000007168,5048,2.6189098326,1649,FALSE
0.0381696625,0.1025761944,G25989,FAM83F,ENSG00000133477,113828,2.3923174228,603,FALSE
0.0382154537,0.1026507337,G10995,RRM2B,ENSG00000048392,50484,2.9259994186,1158,FALSE
0.0382282369,0.1026545278,G4680,ATP11B,ENSG00000058063,23200,2.7548875022,961,FALSE
0.0383332931,0.1029060274,G1211,CAP1,ENSG00000131236,10487,2.5849625007,2021,FALSE
0.0383793444,0.1029822638,G3223,SMC6,ENSG00000163029,79677,2.5849625007,765,FALSE
0.0383845057,0.1029822638,G9835,GTPBP10,ENSG00000105793,85865,2.5235619561,812,FALSE
0.0384071137,0.1030123061,G2908,SEPT10,ENSG00000186522,151011,2.3923174228,887,FALSE
0.0385281145,0.1033061532,G2071,UHMK1,ENSG00000152332,127933,2.7655347464,1227,FALSE
0.0386157792,0.1034797431,G17185,NUP107,ENSG00000111581,57122,2.7004397181,676,FALSE
0.0386102656,0.1034797431,G9349,TSPAN12,ENSG00000106025,23554,3,873,FALSE
0.0386300199,0.1034871869,G21066,STXBP4,ENSG00000166263,252983,2.3219280949,593,FALSE
0.0386564761,0.103527341,G18864,BAG5,ENSG00000166170,9529,2.5849625007,1300,FALSE
0.0386963249,0.1035726123,G13386,IRAK1,ENSG00000184216,3654,2.5234791503,1280,FALSE
0.0386920294,0.1035726123,G17589,LNX2,ENSG00000139517,222484,2.2630344058,730,FALSE
0.0387098263,0.1035780413,G16391,CCDC91,ENSG00000123106,55297,2.5443205162,1383,FALSE
0.0387483029,0.1036502752,G7368,IRF1,ENSG00000125347,3659,2.6844981743,840,FALSE
0.0387722119,0.103652807,G25056,CEBPB,ENSG00000172216,1051,2.5849625007,737,FALSE
0.0387714403,0.103652807,G512,RABGAP1L,ENSG00000152061,9910,2.9068905956,1410,FALSE
0.0387845857,0.1036551924,G21656,ZNHIT3,ENSG00000278574,9326,2.5849625007,1479,FALSE
0.0388925009,0.1039128434,G10713,PDLIM2,ENSG00000120913,64236,3.0588936891,901,FALSE
0.0389219835,0.1039608482,G10737,BNIP3L,ENSG00000104765,665,2.8479969066,1870,FALSE
0.0389646065,0.1040408712,G19516,BNIP2,ENSG00000140299,663,2.6780719051,883,FALSE
0.0389749919,0.1040408712,G7309,SLC25A46,ENSG00000164209,91137,2.6780719051,1133,FALSE
0.0390326565,0.1041640033,G7610,SLU7,ENSG00000164609,10569,2.867896464,1662,FALSE
0.039044479,0.1041647625,G10164,GSTK1,ENSG00000197448,373156,2.4872365615,1752,FALSE
0.0390816407,0.1042190525,G18473,PRPF39,ENSG00000185246,55015,2.6438561898,1296,FALSE
0.0390879167,0.1042190525,G18707,DDX24,ENSG00000273761,57062,2.4918530963,2041,FALSE
0.0391732075,0.1044156236,G10951,RBM12B,ENSG00000183808,389677,2.5849625007,641,FALSE
0.0392555888,0.1046043259,G17153,LRIG3,ENSG00000139263,121227,2.6780719051,901,FALSE
0.0393331161,0.1047490773,G20737,TXNL4B,ENSG00000140830,54957,2.5849625007,556,FALSE
0.0393264202,0.1047490773,G25050,B4GALT5,ENSG00000158470,9334,2.5107398637,831,FALSE
0.0393504994,0.1047644672,G7709,NHP2,ENSG00000145912,55651,2.5849625007,1935,FALSE
0.0394523146,0.1050045684,G20282,ZC3H7A,ENSG00000122299,29066,2.5501970826,1388,FALSE
0.0396580855,0.1055211304,G20153,RAB26,ENSG00000167964,25837,2.7900769306,1262,FALSE
0.0397115618,0.1056322864,G22687,ME2,ENSG00000082212,4200,2.7004397181,1326,FALSE
0.0397377644,0.1056397341,G15534,STX3,ENSG00000166900,6809,2.8073549221,1559,FALSE
0.0397330697,0.1056397341,G5160,NSUN3,ENSG00000178694,63899,2.1699250014,550,FALSE
0.0398085202,0.1057966794,G7674,CLTB,ENSG00000175416,1212,2.3479233034,1542,FALSE
0.039856644,0.1058934026,G5556,TBCCD1,ENSG00000113838,55171,2.8073549221,535,FALSE
0.0399120043,0.1060092895,G22890,ZNF626,ENSG00000188171,199777,2.7369655942,633,FALSE
0.0400564943,0.1063617737,G18296,PARP2,ENSG00000129484,10038,2.9259994186,948,FALSE
0.0401368904,0.1065439125,G1626,BCAS2,ENSG00000116752,10286,2.5849625007,1528,FALSE
0.0401741511,0.1066114745,G21014,AATF,ENSG00000275700,26574,2.6244908649,1126,FALSE
0.0401878821,0.1066165735,G18110,KHNYN,ENSG00000100441,23351,2.8073549221,1111,FALSE
0.0402106228,0.1066455648,G20932,GEMIN4,ENSG00000179409,50628,2.8579809951,613,FALSE
0.0402438569,0.1067023612,G18604,ZFYVE1,ENSG00000165861,53349,2.5849625007,680,FALSE
0.0404339631,0.1071749321,G331,LPHN2,NA,NA,2.9541963104,478,FALSE
0.040485265,0.1072794167,G25524,COL6A1,ENSG00000142156,1291,3.0443941194,737,FALSE
0.0405080266,0.1073082347,G3400,PEX13,ENSG00000162928,5194,2.7004397181,875,FALSE
0.0405881491,0.1074574223,G16374,RECQL,ENSG00000004700,5965,2.7548875022,752,FALSE
0.0405775673,0.1074574223,G19494,MAPK6,ENSG00000069956,5597,2.4594316186,1063,FALSE
0.0406450324,0.1075764738,G2720,NCOA1,ENSG00000084676,8648,2.8776431797,1208,FALSE
0.0407946319,0.1079091522,G11362,SLC35D2,ENSG00000130958,11046,2.3219280949,865,FALSE
0.040787437,0.1079091522,G14279,TYSND1,ENSG00000156521,219743,2.5849625007,717,FALSE
0.0408198326,0.1079441853,G24907,EDEM2,ENSG00000088298,55741,2.5849625007,1191,FALSE
0.0410584018,0.1085432655,G15984,SRSF8,ENSG00000263465,10929,2.5934493337,1365,FALSE
0.0411151416,0.1086614457,G14225,TIMM23,ENSG00000265354,100287932,2.5235619561,1612,FALSE
0.0411280633,0.1086637856,G6748,MRPS27,ENSG00000113048,23107,2.7725895039,1170,FALSE
0.0411656743,0.1087313363,G23870,SMG9,ENSG00000105771,56006,2.7004397181,856,FALSE
0.0412465185,0.1089130064,G19070,AAGAB,ENSG00000103591,79719,2.8930847961,1378,FALSE
0.0412784294,0.1089653977,G4713,XXYLT1,ENSG00000173950,152002,2.2630344058,531,FALSE
0.0413281858,0.1090648529,G20893,TOM1L2,ENSG00000175662,146691,2.4854268272,1173,FALSE
0.0413485994,0.1090868368,G19948,GTF3C1,ENSG00000077235,2975,2.7239637579,1409,FALSE
0.0414957206,0.1094429931,G1212,PPT1,ENSG00000131238,5538,2.9541932263,2024,FALSE
0.0416095173,0.1096949931,G1071,XKR8,ENSG00000158156,55113,2.2479275134,535,FALSE
0.0416155684,0.1096949931,G17424,UNC119B,ENSG00000175970,84747,2.9068905956,872,FALSE
0.0416330291,0.1097089861,G6516,CLCN3,ENSG00000109572,1182,2.6553518286,1630,FALSE
0.0416746149,0.1097865257,G18265,MARK3,ENSG00000075413,4140,2.5443205162,1375,FALSE
0.0417692177,0.1100036457,G21105,PRKAR1A,ENSG00000108946,5573,2.5680300534,2141,FALSE
0.0418814266,0.110266993,G25560,MICAL3,ENSG00000243156,57553,2.7004397181,810,FALSE
0.0420276331,0.1106196711,G19593,PKM,ENSG00000067225,5315,2.302505344,2171,FALSE
0.0420999393,0.1107454114,G19815,HSP90B2P,ENSG00000259706,NA,1.8365012677,1888,FALSE
0.0420952706,0.1107454114,G5679,MAPK10,ENSG00000109339,5602,2.841302254,893,FALSE
0.0421125228,0.110746244,G3459,MCEE,ENSG00000124370,84693,2.8479969066,1109,FALSE
0.0422105308,0.1109393515,G156,VPS13D,ENSG00000048707,55187,2.7655347464,1222,FALSE
0.0422096029,0.1109393515,G23844,CEACAM1,ENSG00000079385,634,3.1290891634,949,FALSE
0.0422987222,0.1111387846,G3340,MORN2,ENSG00000188010,729967,2.4594316186,1121,FALSE
0.0424749954,0.1115694671,G11316,TMEM2,ENSG00000135048,23670,2.9068905956,605,FALSE
0.0425327964,0.1116887975,G11337,IDNK,ENSG00000148057,414328,3,946,FALSE
0.0425668647,0.1117132717,G10085,TNPO3,ENSG00000064419,23534,2.7968998781,1038,FALSE
0.042557567,0.1117132717,G6659,DAP,ENSG00000112977,1611,2.2458679996,1979,FALSE
0.0425968327,0.1117594321,G24931,NDRG3,ENSG00000101079,57446,2.6854392042,1338,FALSE
0.0426476653,0.1118602911,G8460,DXO,ENSG00000224313,1797,2.7224660245,1082,FALSE
0.0426644794,0.1118718907,G20265,METTL22,ENSG00000067365,79091,2.4594316186,591,FALSE
0.0427072108,0.1119514226,G17752,NUPL1,NA,NA,2.686293836,1002,FALSE
0.0427808154,0.1121118145,G5306,ABTB1,ENSG00000114626,80325,2.6438561898,728,FALSE
0.042829674,0.1121686595,G12326,CTPS2,ENSG00000047230,56474,2.7004397181,806,FALSE
0.0428342839,0.1121686595,G19045,MYO1E,ENSG00000157483,4643,3,552,FALSE
0.0428397805,0.1121686595,G8754,HMGN3,ENSG00000118418,9324,2.7813597135,2064,FALSE
0.0429202812,0.1123468539,G25940,ANKRD54,ENSG00000100124,129138,2.5849625007,992,FALSE
0.0429448817,0.1123786644,G12616,RBBP7,ENSG00000102054,5931,2.5728896684,1902,FALSE
0.0430199707,0.1125425372,G24950,SNHG17,ENSG00000196756,NA,2.7932322629,718,FALSE
0.0430615986,0.1125861894,G11615,STOML2,ENSG00000165283,30968,2.5360529002,1757,FALSE
0.0430544118,0.1125861894,G13827,RUFY2,ENSG00000204130,55680,2.3923174228,1046,FALSE
0.0431568414,0.1127372581,G18478,RPS29,ENSG00000213741,6235,2.2344652536,2156,FALSE
0.0431444654,0.1127372581,G20648,B3GNT9,ENSG00000237172,84752,2.6322682155,786,FALSE
0.0431497761,0.1127372581,G412,ATP1A1,ENSG00000163399,476,2.5208321633,2041,FALSE
0.043178523,0.1127612687,G15969,TAF1D,ENSG00000166012,79101,2.0703893279,1207,FALSE
0.0432357093,0.1128779594,G14259,DNAJC12,ENSG00000108176,56521,2.9541963104,1439,FALSE
0.0432880887,0.1129303666,G13789,ZNF33B,ENSG00000196693,7582,2.7548875022,1054,FALSE
0.0432743274,0.1129303666,G21126,UNK,ENSG00000132478,85451,2.8326679586,939,FALSE
0.0432933096,0.1129303666,G589,INTS7,ENSG00000143493,25896,2.4329594073,675,FALSE
0.0433249646,0.1129802948,G3001,FASTKD1,ENSG00000138399,79675,2.8073549221,882,FALSE
0.0433417685,0.1129914774,G16761,MAGOHB,ENSG00000111196,55110,2.4594316186,967,FALSE
0.0434178874,0.1131572423,G18922,PDIA3,ENSG00000167004,2923,2.2412489656,2174,FALSE
0.043542441,0.1134491076,G10016,DLD,ENSG00000091140,1738,2.898120386,1715,FALSE
0.0435674362,0.1134814813,G12711,RBM10,ENSG00000182872,8241,2.5849625007,1243,FALSE
0.0435917068,0.1135075387,G11514,TMEM261,NA,NA,2.4329594073,1739,FALSE
0.0436151586,0.1135075387,G3365,CRIPT,ENSG00000119878,9419,2.7004397181,1605,FALSE
0.0436051357,0.1135075387,G4442,IP6K1,ENSG00000176095,9807,2.5443205162,1230,FALSE
0.0436390166,0.1135368996,G13088,TBC1D8B,ENSG00000133138,54885,2.4594316186,776,FALSE
0.0437347527,0.1137531971,G19629,FAM219B,ENSG00000178761,57184,2.6374299206,1332,FALSE
0.0438381448,0.1139892774,G17503,RAN,ENSG00000132341,5901,2.2479275134,2076,FALSE
0.0438524856,0.1139937344,G3893,SCRN3,ENSG00000144306,79634,2.5235619561,736,FALSE
0.0438672225,0.1139992183,G15407,MTCH2,ENSG00000109919,23788,2.6374299206,1911,FALSE
0.0439312521,0.1141327609,G14148,ZNF37BP,ENSG00000234420,100129482,2.8073549221,765,FALSE
0.0440470843,0.1144007701,G18145,NIN,ENSG00000100503,51199,2.5235619561,634,FALSE
0.0442141548,0.1148012726,G111,NUP133,ENSG00000069248,55746,2.6322682155,1092,FALSE
0.0442267198,0.1148012726,G1236,LEPRE1,NA,NA,2.7857041486,1214,FALSE
0.0442874318,0.1149258219,G20871,DEF8,ENSG00000140995,54849,2.5849625007,1415,FALSE
0.0443004208,0.114926494,G14765,TEAD1,ENSG00000187079,7003,2.7224660245,1232,FALSE
0.0443170268,0.1149365464,G6249,RUFY3,ENSG00000018189,22902,3.0797271925,1854,FALSE
0.0443312478,0.1149404092,G12950,SNX12,ENSG00000147164,29934,2.3921235693,922,FALSE
0.0444189072,0.1151346236,G10877,COPS5,ENSG00000121022,10987,2.6780719051,1537,FALSE
0.0444533726,0.1151908863,G5831,ANKRD17,ENSG00000132466,26057,2.7004397181,1680,FALSE
0.0444750602,0.1152140154,G22433,PTPN2,ENSG00000175354,5771,2.4854268272,1233,FALSE
0.0445334644,0.1153322193,G22429,PPP4R1,ENSG00000154845,9989,2.6100791177,1037,FALSE
0.0445670502,0.1153860996,G15792,RPS6KB2,ENSG00000175634,6199,2.5025003405,1204,FALSE
0.0448109316,0.115968035,G22905,ANKRD27,ENSG00000105186,84079,2.9541963104,757,FALSE
0.0448175093,0.115968035,G25465,NDUFV3,ENSG00000160194,4731,2.4594316186,1735,FALSE
0.0449170026,0.1161921776,G5855,ENOPH1,ENSG00000145293,58478,2.7224660245,1592,FALSE
0.0451365559,0.1167266762,G21140,EIF4A3,ENSG00000141543,9775,2.9668331361,1689,FALSE
0.0451710025,0.1167823053,G8448,NEU1,ENSG00000227315,4758,2.4313393116,2002,FALSE
0.0452645867,0.1169907497,G15191,RRP8,ENSG00000132275,23378,2.5235619561,789,FALSE
0.0453000252,0.1170488345,G2652,PRKRA,ENSG00000180228,8575,2.761505555,1501,FALSE
0.0453902459,0.1172483947,G11398,KIAA0368,ENSG00000136813,23392,2.6189098326,1534,FALSE
0.045507562,0.1175178118,G12176,GPSM1,ENSG00000160360,26086,3.2479275134,523,FALSE
0.0455404334,0.1175354582,G13887,IDE,ENSG00000119912,3416,2.5360529002,953,FALSE
0.0455284078,0.1175354582,G16524,UHRF1BP1L,ENSG00000111647,23074,2.6438561898,695,FALSE
0.04556949,0.1175768379,G346,LRRC8B,ENSG00000197147,23507,2.8073549221,809,FALSE
0.0455895145,0.1175948963,G11570,TOPORS,ENSG00000197579,10210,2.7661983196,1170,FALSE
0.045632408,0.117638315,G16094,CEP164,ENSG00000110274,22897,2.7548875022,952,FALSE
0.0456258965,0.117638315,G20250,NUDT16L1,ENSG00000168101,84309,2.9068905956,1410,FALSE
0.0456586154,0.1176722752,G21861,RPL27,ENSG00000131469,6155,2.1914260707,2158,FALSE
0.0456948377,0.117732019,G8571,CDKN1A,ENSG00000124762,1026,4.0074880664,1120,FALSE
0.0457688737,0.1178891274,G6512,MSMO1,ENSG00000052802,6307,3.1197392443,1722,FALSE
0.0458651788,0.1181034896,G8538,LEMD2,ENSG00000161904,221496,2.2016338612,1106,FALSE
0.0458814576,0.1181117192,G1692,PDIA3P1,ENSG00000180867,NA,2.3388019135,2115,FALSE
0.0459669788,0.1182981427,G6858,SAR1B,ENSG00000152700,51128,2.7425037777,1912,FALSE
0.0460078728,0.1183696426,G22352,SIRT7,ENSG00000187531,51547,2.3923174228,792,FALSE
0.0460778622,0.1185159373,G8509,HLA-DPB1,ENSG00000236693,3115,3.2479275134,462,FALSE
0.0461011918,0.1185421703,G5805,CLOCK,ENSG00000134852,9575,2.8875252707,1280,FALSE
0.0462058016,0.1187773282,G13838,SGPL1,ENSG00000166224,8879,2.8073549221,1532,FALSE
0.0462552128,0.1188266569,G26005,TEF,ENSG00000167074,7008,2.6322682155,827,FALSE
0.0462431735,0.1188266569,G4314,FNDC3B,ENSG00000075420,64778,2.8278190246,1562,FALSE
0.0462644771,0.1188266569,G7392,JADE2,ENSG00000043143,23338,2.5849625007,905,FALSE
0.0464639114,0.1193049466,G5158,PROS1,ENSG00000184500,5627,2.3785116233,498,FALSE
0.0465201313,0.119405233,G11223,LPPR1,NA,NA,3.1699250014,564,FALSE
0.0465294206,0.119405233,G22329,C17orf89,NA,NA,2.3692338097,1587,FALSE
0.0465438952,0.1194084359,G16530,NUP37,ENSG00000075188,79023,2.5849625007,645,FALSE
0.0465957892,0.1195076094,G10704,FAM160B2,ENSG00000158863,64760,2.6322682155,1118,FALSE
0.0468063664,0.1200135972,G14593,WDR11,ENSG00000120008,55717,2.8479969066,1127,FALSE
0.046941404,0.120325666,G11947,HDHD3,ENSG00000119431,81932,2.7369655942,1265,FALSE
0.0470149546,0.1204799916,G10651,FAM167A,ENSG00000154319,83648,2.7472339296,871,FALSE
0.0471329394,0.1207424747,G3532,VAMP5,ENSG00000168899,10791,2.963474124,697,FALSE
0.047144132,0.1207424747,G3740,TMEM177,ENSG00000144120,80775,2.7224660245,823,FALSE
0.0472400031,0.1209537005,G23862,ETHE1,ENSG00000105755,23474,2.4686786204,1053,FALSE
0.0474202938,0.1213808938,G13655,PFKP,ENSG00000067057,5214,2.899473124,1562,FALSE
0.0475302122,0.1216277651,G1168,MRPS15,ENSG00000116898,64960,2.447458977,1708,FALSE
0.0475511694,0.1216469133,G5156,C3orf38,ENSG00000179021,285237,2.8579809951,760,FALSE
0.0475806278,0.1216877925,G20672,ACD,ENSG00000102977,65057,2.6322682155,1008,FALSE
0.0476746554,0.1218937381,G2700,GRHL1,ENSG00000134317,29841,2.7548875022,556,FALSE
0.0477048785,0.1219364787,G24566,CBFA2T2,ENSG00000078699,9139,2.8146415085,1354,FALSE
0.0477252996,0.1219507401,G3982,BZW1,ENSG00000082153,9689,2.3785116233,1511,FALSE
0.047737474,0.1219507401,G5777,WDR19,ENSG00000157796,57728,2.5849625007,657,FALSE
0.0477942697,0.122061292,G11455,NTMT1,ENSG00000148335,28989,2.6438561898,1007,FALSE
0.0478817947,0.1222502383,G1419,FPGT,ENSG00000254685,8790,2.8073549221,621,FALSE
0.047953771,0.1223993907,G6754,COL4A3BP,ENSG00000113163,10087,2.7968998781,1218,FALSE
0.0480275309,0.1225530098,G21530,ALDOC,ENSG00000109107,230,3.2223924213,949,FALSE
0.0481105264,0.1227301023,G7894,PPIL1,ENSG00000137168,51645,2.2730184944,868,FALSE
0.0481520385,0.1228013005,G21717,CDK12,ENSG00000167258,51755,2.4329594073,1036,FALSE
0.0482124821,0.1229207252,G574,ATP2B4,ENSG00000058668,493,2.7548875022,1327,FALSE
0.0482989983,0.1230370645,G14127,KIF5B,ENSG00000170759,3799,2.2737899391,2078,FALSE
0.048291112,0.1230370645,G16506,EEA1,ENSG00000102189,8411,2.4918530963,1509,FALSE
0.048287571,0.1230370645,G8075,STXBP5,ENSG00000164506,134957,2.9068905956,1114,FALSE
0.0483398934,0.1231065044,G13744,FAM188A,NA,NA,2.8073549221,923,FALSE
0.0483628268,0.1231301749,G14916,PRSS23,ENSG00000150687,11098,3.7303929402,1205,FALSE
0.0483885003,0.1231608066,G8765,CYB5R4,ENSG00000065615,51167,2.7655347464,1035,FALSE
0.0484448719,0.1232689213,G19556,PTPLAD1,NA,NA,2.4181434101,1997,FALSE
0.0484582855,0.1232689213,G9661,TBRG4,ENSG00000136270,9238,2.5443205162,1070,FALSE
0.0484787991,0.1232863657,G24599,YWHAB,ENSG00000166913,7529,2,2090,FALSE
0.0485059954,0.1233207904,G5754,GPR125,NA,NA,2.3923174228,535,FALSE
0.0486239995,0.1235859986,G23310,LDLR,ENSG00000130164,3949,3.0356239097,1339,FALSE
0.0486914644,0.1237226402,G11292,ZCCHC7,ENSG00000147905,84186,2.5849625007,963,FALSE
0.04874598,0.1238263106,G12664,NR0B1,ENSG00000169297,190,3.5849625007,752,FALSE
0.04888006,0.1240970702,G352,RPAP2,ENSG00000122484,79871,2.7369655942,719,FALSE
0.0488715779,0.1240970702,G6728,PPWD1,ENSG00000113593,23398,2.8579809951,955,FALSE
0.0489681023,0.1242856416,G7931,FAM83B,ENSG00000168143,222584,2.5849625007,491,FALSE
0.049000601,0.12430443,G22061,SCPEP1,ENSG00000121064,59342,2.7608123361,1540,FALSE
0.0490168111,0.12430443,G8613,MED20,ENSG00000124641,9477,2.5025003405,808,FALSE
0.0490157032,0.12430443,G946,RPS14P3,NA,NA,2.2016338612,1959,FALSE
0.0490436885,0.1243376634,G4590,MRPL3,ENSG00000114686,11222,2.5360529002,1601,FALSE
0.0491266785,0.1244781513,G2800,FANCL,ENSG00000115392,55120,2.7369655942,859,FALSE
0.049120657,0.1244781513,G4093,TUBA4A,ENSG00000127824,7277,2.8967217225,1781,FALSE
0.049223954,0.1246807145,G13436,RAB39B,ENSG00000155961,116442,2.6780719051,574,FALSE
0.0492342431,0.1246807145,G16262,DCP1B,ENSG00000151065,196513,2.7004397181,734,FALSE
0.0493430424,0.1249211966,G2926,EPB41L5,ENSG00000115109,57669,3.0752881273,1505,FALSE
0.0494912334,0.1252612433,G2152,GAS5,ENSG00000234741,60674,2.2223924213,1660,FALSE
0.0495463766,0.1253656637,G5750,LCORL,ENSG00000178177,254251,2.7224660245,1085,FALSE
0.0496149155,0.1255039106,G19061,DPP8,ENSG00000074603,54878,2.6244908649,1218,FALSE
0.0496311989,0.1255099339,G23649,HAUS5,ENSG00000249115,23354,2.3923174228,484,FALSE
0.0496561384,0.1255378375,G4416,SNRK,ENSG00000163788,54861,2.8744691179,670,FALSE
0.0497318892,0.1256941477,G3881,SLC25A12,ENSG00000115840,8604,2.9541963104,738,FALSE
0.0498370362,0.1259246466,G16563,MAPKAPK5,ENSG00000089022,8550,2.2630344058,974,FALSE
0.049868443,0.1259687475,G26008,PHF5A,ENSG00000100410,84844,1.7655347464,960,FALSE
0.0499175579,0.1260575419,G13061,BEX4,ENSG00000102409,56271,2.9068905956,1947,FALSE
0.0500247262,0.1262928491,G19787,MAN2A2,ENSG00000196547,4122,2.9068905956,1248,FALSE
0.0500537225,0.1263307259,G6444,ZNF330,ENSG00000109445,27309,2.7472339296,1311,FALSE
0.0501519979,0.1265433865,G22782,TYK2,ENSG00000105397,7297,2.7224660245,1077,FALSE
0.0501879266,0.1265986593,G5517,DCUN1D1,ENSG00000043093,54165,2.1699250014,962,FALSE
0.0502701634,0.1267706802,G14561,CCDC186,ENSG00000165813,55088,2.6114347121,1675,FALSE
0.0504330033,0.1271458123,G5032,TUSC2,ENSG00000114383,11334,2.5145731728,1554,FALSE
0.0504788686,0.1272259144,G5071,NISCH,ENSG00000010322,11188,3.0198995574,1538,FALSE
0.0504976462,0.1272377198,G14282,EIF4EBP2,ENSG00000148730,1979,2.5647846188,1626,FALSE
0.0505559251,0.1273490212,G17732,MRPL57,ENSG00000173141,78988,2.450661409,1936,FALSE
0.0508209478,0.1279808972,G17129,MARS,ENSG00000166986,4141,2.7004397181,1832,FALSE
0.050925386,0.1282081386,G24696,NOP56,ENSG00000101361,10528,2.6354932646,1462,FALSE
