pval,qval,G,gene_short_name,ensembl_gene_id,entrezgene,iqr_count,num_cells_expressed,use_for_ordering
0.0043087648,0.0185059605,G9857,BET1,ENSG00000105829,10282,2.7944822156,1240,FALSE
0.0043128861,0.0185148529,G1392,ALG6,ENSG00000088035,29929,2.5235619561,612,FALSE
0.0043163102,0.0185207455,G23683,TBCB,ENSG00000105254,1155,2.672425342,1997,FALSE
0.0043473542,0.0186450898,G4565,ZNF148,ENSG00000163848,7707,2.6189098326,1446,FALSE
0.0043526673,0.0186590125,G8279,ZNF204P,ENSG00000204789,NA,3.2479275134,895,FALSE
0.0043783683,0.0187602794,G25308,CXADR,ENSG00000154639,1525,3.0492110266,971,FALSE
0.0044260792,0.0189557128,G16504,ATP2B1,ENSG00000070961,490,2.9068905956,1696,FALSE
0.0044352337,0.018984564,G13939,SHOC2,ENSG00000108061,8036,2.6244908649,1453,FALSE
0.0044370215,0.018984564,G23034,WDR18,ENSG00000065268,57418,2.9205655325,1443,FALSE
0.0044438233,0.0190046596,G2714,HS1BP3,ENSG00000118960,64342,2.5360529002,924,FALSE
0.00445301,0.0190349311,G1862,RPS27,ENSG00000177954,NA,1.7369655942,1367,FALSE
0.004461698,0.0190630427,G3398,PAPOLG,ENSG00000115421,64895,2.5235619561,668,FALSE
0.0044755348,0.0191131163,G6038,NOP14,ENSG00000087269,8602,2.3923174228,856,FALSE
0.0044827004,0.0191346663,G16988,TENC1,NA,NA,2.9079584678,593,FALSE
0.0044918215,0.0191645389,G25393,TMEM50B,ENSG00000263160,757,2.7776075787,1610,FALSE
0.00451581,0.0192577857,G11893,MRPL50,ENSG00000136897,54534,2.7776075787,1478,FALSE
0.0045564978,0.01941296,G10759,TMEM66,NA,NA,2.1574302285,2174,FALSE
0.0045560772,0.01941296,G19969,CNEP1R1,ENSG00000205423,255919,3.1154772174,679,FALSE
0.0045599611,0.0194185515,G12938,IGBP1,ENSG00000089289,3476,2.6189098326,1217,FALSE
0.0045622226,0.019419022,G22326,SLC38A10,ENSG00000157637,124565,2.5391588111,1786,FALSE
0.0045689343,0.0194208804,G12953,MED12,ENSG00000184634,9968,2.9068905956,804,FALSE
0.0045691128,0.0194208804,G18572,EIF2S1,ENSG00000134001,1965,2.8744691179,1494,FALSE
0.0045659309,0.0194208804,G24705,PCED1A,ENSG00000132635,64773,2.8479969066,1104,FALSE
0.0045752401,0.0194377731,G6351,LAMTOR3,ENSG00000109270,8649,2.6745997132,1781,FALSE
0.0045910974,0.0194959678,G903,FAM131C,ENSG00000185519,348487,2.1699250014,806,FALSE
0.0045936759,0.0194977461,G18271,PACS2,ENSG00000179364,23241,2.8073549221,1121,FALSE
0.0045973918,0.0195043484,G16537,SLC41A2,ENSG00000136052,84102,2.5849625007,981,FALSE
0.0046382374,0.0196670858,G23945,SYMPK,ENSG00000125755,8189,2.3219280949,863,FALSE
0.0046401078,0.0196670858,G2985,PSMD14,ENSG00000115233,10213,2.6683785089,1780,FALSE
0.0046444723,0.019676347,G21724,GRB7,ENSG00000141738,2886,2.4594316186,730,FALSE
0.0046474553,0.0196797496,G23371,DNASE2,ENSG00000105612,1777,2.8804183842,1663,FALSE
0.004658858,0.0197187858,G8367,HLA-L,ENSG00000242227,3139,2,1077,FALSE
0.0046929358,0.0198537133,G19487,SPPL2A,ENSG00000138600,84888,2.672425342,1301,FALSE
0.0047061946,0.0199004801,G24796,NAA20,ENSG00000173418,51126,2.9443631932,2097,FALSE
0.0047131275,0.019920466,G6736,OCLN,ENSG00000273814,100506658,3.217147309,962,FALSE
0.0047315647,0.0199890343,G21992,ATP5G1,ENSG00000159199,516,2.5474877953,1990,FALSE
0.0047640129,0.0201167016,G22834,ARHGEF18,ENSG00000104880,23370,2.6463908746,890,FALSE
0.0048276806,0.0203760169,G21089,SMURF2,ENSG00000108854,64750,2.5025003405,630,FALSE
0.0048473144,0.0204493243,G24044,BAX,ENSG00000087088,581,2.3219280949,1142,FALSE
0.0048512417,0.0204563337,G20510,CLUHP3,ENSG00000131797,100132341,2.5235619561,557,FALSE
0.0048552562,0.0204637035,G10369,PSD3,ENSG00000156011,23362,3.0874628413,797,FALSE
0.0048733196,0.0205302519,G23156,SAFB2,ENSG00000130254,9667,2.7004397181,1619,FALSE
0.0048996668,0.0206316194,G21338,SAT2,ENSG00000141504,112483,2.4713057189,1656,FALSE
0.0049337484,0.0207654454,G21550,DHRS13,ENSG00000167536,147015,2.6580020719,692,FALSE
0.0049407405,0.0207851841,G25623,GGA1,ENSG00000100083,26088,2.4737662901,1315,FALSE
0.0049593514,0.0208537607,G20014,VAC14,ENSG00000103043,55697,2.4780472968,1165,FALSE
0.0049978691,0.0209961667,G25953,CSNK1E,ENSG00000213923,1454,2.7942380671,1288,FALSE
0.0049966104,0.0209961667,G8870,SERINC1,ENSG00000111897,57515,2.7004397181,2127,FALSE
0.0050015859,0.0210020081,G9891,PDAP1,ENSG00000106244,11333,2.078002512,1736,FALSE
0.0050094574,0.0210173993,G16868,TWF1,ENSG00000151239,5756,2.2479275134,1360,FALSE
0.0050099073,0.0210173993,G20908,NFE2L1,ENSG00000082641,4779,2.5849625007,1647,FALSE
0.0050148162,0.0210282213,G10883,TRAM1,ENSG00000067167,23471,2.9385994553,1862,FALSE
0.0050227106,0.0210515465,G14551,ZDHHC6,ENSG00000023041,64429,2.7369655942,1119,FALSE
0.0050373054,0.0211029203,G7277,CETN3,ENSG00000153140,1070,2.7004397181,1181,FALSE
0.0050504863,0.0211483255,G22367,DCXR,ENSG00000169738,51181,2.6683785089,1833,FALSE
0.0050948905,0.0213243727,G4395,GOLGA4,ENSG00000144674,2803,2.3895668118,2018,FALSE
0.0051098104,0.0213769082,G22797,EML2,ENSG00000125746,24139,2.4594316186,767,FALSE
0.0051210608,0.0214140516,G22906,PEPD,ENSG00000124299,5184,2.6683785089,1783,FALSE
0.0051337292,0.0214570869,G6905,NR3C1,ENSG00000113580,2908,3,1392,FALSE
0.0051382727,0.021466139,G24076,ALDH16A1,ENSG00000161618,126133,2.3435164296,921,FALSE
0.0051422886,0.0214729794,G21187,MNT,ENSG00000070444,4335,2.3219280949,658,FALSE
0.0051596688,0.0215355942,G5940,NR3C2,ENSG00000151623,4306,2.7369655942,541,FALSE
0.0051716898,0.0215558705,G18734,C14orf132,ENSG00000227051,56967,3.1154772174,1221,FALSE
0.0051669476,0.0215558705,G23959,CCDC8,ENSG00000169515,83987,2.5075293717,508,FALSE
0.0051702499,0.0215558705,G2998,CERS6,ENSG00000172292,253782,2.5849625007,1130,FALSE
0.0051827814,0.0215821727,G16370,AEBP2,ENSG00000139154,121536,2.6438561898,959,FALSE
0.0051826952,0.0215821727,G22244,ACOX1,ENSG00000161533,51,2.8073549221,1524,FALSE
0.0051884559,0.0215958412,G7692,LMAN2,ENSG00000169223,10960,2.5090136475,1979,FALSE
0.0051923301,0.0216020073,G6997,SLC12A7,ENSG00000276482,10723,3.0127675461,1199,FALSE
0.0052064826,0.0216509098,G24641,RAB22A,ENSG00000124209,57403,2.7369655942,1342,FALSE
0.0052097742,0.0216546231,G13245,MMGT1,ENSG00000169446,93380,2.7224660245,1113,FALSE
0.0052183672,0.0216803587,G10270,INSIG1,ENSG00000186480,3638,3.4310498173,1652,FALSE
0.0052249252,0.0216976195,G4724,BDH1,ENSG00000275544,622,2.6438561898,569,FALSE
0.0052497707,0.0217907722,G25841,RHBDD3,ENSG00000100263,25807,2.7548875022,871,FALSE
0.0052627118,0.0218235821,G1610,MOV10,ENSG00000155363,4343,2.5025003405,1043,FALSE
0.005261685,0.0218235821,G16987,KRT8,ENSG00000170421,3856,3.3655244874,2032,FALSE
0.0052649271,0.0218235821,G25601,ZMAT5,ENSG00000100319,55954,2.5849625007,906,FALSE
0.0052701995,0.0218354111,G24728,AP5S1,ENSG00000125843,55317,2.336073977,894,FALSE
0.0052839621,0.0218723564,G11003,SLC25A32,ENSG00000164933,81034,2.8073549221,977,FALSE
0.005283363,0.0218723564,G21872,NBR1,ENSG00000188554,4077,2.8073549221,1599,FALSE
0.0053071848,0.0219584162,G15993,CCDC82,ENSG00000149231,79780,2.7548875022,973,FALSE
0.0053298193,0.0220419648,G10509,FZD6,ENSG00000164930,8323,2.7680043571,828,FALSE
0.0053374272,0.022063321,G21061,SPATA20,ENSG00000006282,64847,2.5305147167,1270,FALSE
0.005343172,0.0220769597,G11757,NMRK1,ENSG00000106733,54981,3,1203,FALSE
0.0053460524,0.0220787563,G3405,CCT4,ENSG00000115484,10575,2.6674246609,1926,FALSE
0.0053588947,0.022121674,G6724,KIF2A,ENSG00000068796,3796,2.4854268272,1290,FALSE
0.0053623555,0.0221258436,G24896,DYNLRB1,ENSG00000125971,83658,2.2223924213,2073,FALSE
0.0053658332,0.0221300788,G8513,SLC39A7,ENSG00000226614,7922,2.4262647547,1390,FALSE
0.0053711556,0.0221419145,G14394,IFIT1,ENSG00000185745,3434,3.1699250014,531,TRUE
0.005380632,0.0221708559,G17816,KBTBD6,ENSG00000165572,89890,2.8073549221,803,FALSE
0.0053955266,0.0222220867,G16944,COX14,ENSG00000178449,84987,2.3846638502,1947,FALSE
0.0054093245,0.0222667044,G16416,SLC38A1,ENSG00000111371,81539,3.0588936891,734,FALSE
0.0054112926,0.0222667044,G22617,SS18,ENSG00000141380,6760,3.0588936891,1522,FALSE
0.0054348011,0.0223532503,G11132,SCRIB,ENSG00000180900,23513,2.1894256294,602,FALSE
0.0054433662,0.0223782832,G11659,GRHPR,ENSG00000137106,9380,2.6088092427,1583,FALSE
0.0054529048,0.0224072937,G210,PTP4A2,ENSG00000184007,8073,2.5405683814,1743,FALSE
0.0054857401,0.0225319661,G24440,ZNF671,ENSG00000083814,79891,3.1699250014,530,FALSE
0.0055171874,0.0226508266,G9462,CHST12,ENSG00000136213,55501,2.2630344058,758,FALSE
0.0055308157,0.0226964565,G19959,FUS,ENSG00000089280,2521,2.3439544012,1886,FALSE
0.0055348483,0.0227026852,G7908,XPO5,ENSG00000124571,57510,2.4329594073,914,FALSE
0.0055459523,0.0227379009,G11225,ERP44,ENSG00000023318,23071,2.4964258261,1805,FALSE
0.0055527996,0.0227556399,G15753,YIF1A,ENSG00000174851,10897,2.7964666059,1972,FALSE
0.0055654736,0.0227972302,G16059,TIMM8B,ENSG00000150779,26521,2.672425342,1750,FALSE
0.0055877879,0.0228782537,G12892,HSD17B10,ENSG00000072506,3028,2.8073549221,1782,FALSE
0.0056105572,0.0229610656,G25274,PDE9A,ENSG00000160191,5152,2.5849625007,562,FALSE
0.0056193474,0.0229866191,G24960,MAFB,ENSG00000204103,9935,3.6258347821,1452,FALSE
0.0056589053,0.0231379514,G23672,APLP1,ENSG00000105290,333,2.6896598794,1640,FALSE
0.005667637,0.023152682,G1374,TACSTD2,ENSG00000184292,4070,8.1598713368,689,FALSE
0.0056660144,0.023152682,G16328,C12orf5,NA,NA,2.4723099722,698,FALSE
0.0056921807,0.0232424277,G1751,GOLPH3L,ENSG00000143457,55204,2.8744691179,1187,FALSE
0.0057362973,0.0234119764,G23060,TCF3,ENSG00000071564,6929,2.6629650127,632,FALSE
0.0057427222,0.0234170261,G19518,GTF2A2,ENSG00000140307,2958,2.4493074014,1811,FALSE
0.0057427204,0.0234170261,G8099,TMEM181,ENSG00000146433,57583,2.6189098326,1468,FALSE
0.0057611668,0.0234816314,G20911,DHX40,ENSG00000108406,79665,2.8073549221,1169,FALSE
0.0057830293,0.023560103,G8886,MED23,ENSG00000112282,9439,2.7004397181,878,FALSE
0.005812461,0.0236693268,G2781,MSH2,ENSG00000095002,4436,2.8744691179,614,FALSE
0.0058257467,0.0237127328,G3352,ZFP36L2,ENSG00000152518,678,2.9870023957,1163,FALSE
0.0058347215,0.0237385605,G23381,IER2,ENSG00000160888,9592,3.3575520046,1143,FALSE
0.0058464763,0.0237756702,G2951,DARS,ENSG00000115866,1615,2.8073549221,1792,FALSE
0.0058593405,0.0238172561,G13918,BTRC,ENSG00000166167,8945,2.5360529002,873,FALSE
0.0058645658,0.023827768,G6836,CSNK1G3,ENSG00000151292,1456,2.5360529002,1117,FALSE
0.0058674053,0.0238285806,G2849,GCFC2,ENSG00000005436,6936,2.4594316186,1077,FALSE
0.0058980555,0.0239315258,G142,RERE,ENSG00000142599,473,2.8930847961,1669,FALSE
0.0058975725,0.0239315258,G8265,HMGN4,ENSG00000182952,10473,2.8073549221,1312,FALSE
0.0059070245,0.0239571506,G14258,ANXA2P3,ENSG00000216740,NA,2.2223924213,917,FALSE
0.0059229273,0.0240072535,G11114,RHPN1,ENSG00000158106,114822,2.5235619561,755,FALSE
0.0059246966,0.0240072535,G5828,GRSF1,ENSG00000132463,2926,2.4374053123,1940,FALSE
0.005932503,0.0240281011,G4887,NKTR,ENSG00000114857,4820,2.8524428116,1672,FALSE
0.0059352923,0.0240286185,G201,AHDC1,ENSG00000126705,27245,2.4150374993,859,FALSE
0.0059608736,0.0241213657,G5823,UBA6,ENSG00000033178,55236,2.841302254,1417,FALSE
0.0059705511,0.0241497021,G11413,DFNB31,NA,NA,2.5849625007,763,FALSE
0.0059855201,0.0241931487,G4623,XRN1,ENSG00000114127,54464,2.5849625007,1486,FALSE
0.005986652,0.0241931487,G9969,AP1S1,ENSG00000106367,1174,2.1520030934,1436,FALSE
0.0059961461,0.0242206744,G22185,C17orf80,ENSG00000141219,55028,2.6438561898,664,FALSE
0.006044199,0.0244038591,G16671,MLF2,ENSG00000089693,8079,2.3043340349,2022,FALSE
0.006074508,0.0245152696,G25155,ARFGAP1,ENSG00000101199,55738,2.4594316186,1224,FALSE
0.0060992309,0.0246040465,G3813,HNMT,ENSG00000150540,3176,2.7400962796,552,FALSE
0.0061033165,0.0246095315,G25029,SLC35C2,ENSG00000080189,51006,2.672425342,1354,FALSE
0.0061111799,0.0246302375,G7520,YIPF5,ENSG00000145817,81555,2.6219964305,1476,FALSE
0.0061169664,0.0246425582,G14796,HIPK3,ENSG00000110422,10114,2.841302254,1424,FALSE
0.0061226062,0.0246542767,G22116,ACE,ENSG00000159640,1636,2.475464203,500,FALSE
0.0061256482,0.024655529,G2724,DNMT3A,ENSG00000119772,1788,2.7548875022,815,FALSE
0.0061304148,0.0246637188,G6194,TMEM165,ENSG00000134851,55858,2.6553518286,1553,FALSE
0.0061390933,0.0246876323,G8769,SYNCRIP,ENSG00000135316,10492,2.4918530963,1545,FALSE
0.006144686,0.0246991206,G4029,RPE,ENSG00000197713,6120,2.6438561898,972,FALSE
0.0061832838,0.0248432072,G2268,BTG2,ENSG00000159388,7832,2.9346576264,1322,FALSE
0.0061923088,0.0248684002,G12434,POF1B,ENSG00000124429,79983,2.7224660245,524,FALSE
0.0062052815,0.024909418,G18527,ARID4A,ENSG00000032219,5926,2.7655347464,1299,FALSE
0.0062155066,0.0249393748,G8152,SSR1,ENSG00000124783,6745,2.6577188432,2131,FALSE
0.0062261717,0.0249710696,G3337,GEMIN6,ENSG00000152147,79833,2.3923174228,507,FALSE
0.0062490311,0.0250516221,G2208,UCHL5,ENSG00000116750,51377,2.8744691179,1306,FALSE
0.0062950796,0.0252250239,G3704,SLC20A1,ENSG00000144136,6574,2.8875252707,836,FALSE
0.0063040423,0.0252497309,G21360,C17orf59,NA,NA,2.2630344058,646,FALSE
0.0063613456,0.0254679504,G13271,LDOC1,ENSG00000182195,23641,2.896164189,1491,FALSE
0.0063752511,0.0255123081,G1542,SLC25A24,ENSG00000085491,29957,2.5025003405,1152,FALSE
0.0063835156,0.0255340622,G6620,FAM172A,ENSG00000113391,83989,2.7004397181,1076,FALSE
0.0064028833,0.0256001907,G8382,FLOT1,ENSG00000236271,10211,2.3836956937,1960,FALSE
0.0064178669,0.0256487394,G21816,JUP,ENSG00000173801,3728,3.098032083,1673,FALSE
0.0064466958,0.025752553,G19050,ANXA2,ENSG00000182718,302,4.0297473434,1707,FALSE
0.0064585533,0.025788509,G26104,TUBGCP6,ENSG00000128159,85378,2.8579809951,1000,FALSE
0.0065237582,0.0260373515,G20587,MT1X,ENSG00000187193,4501,3.4329594073,1335,TRUE
0.0065457249,0.0261134796,G8785,PM20D2,ENSG00000146281,135293,2.8073549221,790,FALSE
0.0065528775,0.0261304675,G25861,MTFP1,ENSG00000242114,51537,2.6629650127,826,FALSE
0.0065610117,0.0261513525,G9228,GRB10,ENSG00000106070,2887,2.7224660245,919,FALSE
0.006578081,0.0261963883,G12132,MED22,ENSG00000148297,6837,2.475464203,659,FALSE
0.0065781139,0.0261963883,G18187,MPP5,ENSG00000072415,64398,2.5235619561,772,FALSE
0.006590205,0.0262329678,G15865,ARAP1,ENSG00000186635,116985,2.6844981743,1453,FALSE
0.0066030682,0.0262725868,G5837,PARM1,ENSG00000169116,25849,3.0065358295,1716,FALSE
0.0066223925,0.0263378677,G3156,KIF1A,ENSG00000130294,547,2.7073536157,1616,FALSE
0.0066314404,0.0263622385,G9987,POLR2J,ENSG00000005075,5439,2.3219280949,1781,FALSE
0.0066377328,0.0263756388,G23071,MKNK2,ENSG00000099875,2872,2.6780719051,1333,FALSE
0.006649263,0.0264098314,G26046,MCAT,ENSG00000100294,27349,2.4329594073,892,FALSE
0.0066524511,0.0264108744,G3863,NOSTRIN,ENSG00000275326,115677,2.3923174228,494,FALSE
0.0066784852,0.0265025779,G7394,SEC24A,ENSG00000113615,10802,2.5849625007,903,FALSE
0.0067148851,0.0266353175,G3313,YPEL5,ENSG00000119801,51646,2.6938968723,1926,FALSE
0.0067334712,0.0266973114,G13662,FAM107B,ENSG00000065809,83641,2.7776075787,1246,FALSE
0.0067589162,0.0267864335,G22374,C17orf62,ENSG00000178927,79415,2.5849625007,1193,FALSE
0.0067840625,0.0268742939,G21546,FLOT2,ENSG00000132589,2319,2.6048620582,1546,FALSE
0.006805073,0.0269457013,G2704,ROCK2,ENSG00000134318,9475,2.6580020719,1055,FALSE
0.006816542,0.0269707444,G17618,UFM1,ENSG00000120686,51569,2.7127180479,1768,FALSE
0.0068173725,0.0269707444,G24135,EMC10,ENSG00000161671,284361,2.9385994553,1977,FALSE
0.0068205993,0.0269716909,G17699,ANKRD10,ENSG00000088448,55608,2.7725895039,1799,FALSE
0.0068382901,0.0270298088,G4982,P4HTM,ENSG00000178467,54681,2.7338258866,1929,FALSE
0.0068636806,0.027118297,G6733,CDK7,ENSG00000277273,1022,2.3219280949,868,FALSE
0.0068738629,0.0271466466,G4942,CCDC12,ENSG00000160799,151903,3.0660891905,1823,FALSE
0.006894211,0.0272151013,G10328,STK3,ENSG00000104375,6788,2.8073549221,932,FALSE
0.0069082639,0.0272586567,G17013,ATP5G2,ENSG00000135390,517,2.2040916046,2162,FALSE
0.0069302128,0.0273333165,G9089,NAPEPLD,ENSG00000275723,222236,2.5998361724,633,FALSE
0.0069408646,0.0273633734,G8617,MRPS10,ENSG00000048544,55173,2.5360529002,1270,FALSE
0.0069535615,0.0274014635,G17453,DENR,ENSG00000139726,8562,2.5235619561,1690,FALSE
0.006960286,0.0274159957,G2779,EPAS1,ENSG00000116016,2034,3.2478867329,1311,FALSE
0.0069724943,0.027452106,G16378,C2CD5,ENSG00000111731,9847,2.8479969066,1207,FALSE
0.0069960323,0.0275327723,G24712,FASTKD5,ENSG00000215251,60493,2.5849625007,699,FALSE
0.007004502,0.0275540934,G20750,ZFP1,ENSG00000184517,162239,2.9385994553,482,FALSE
0.0070155661,0.027585597,G20412,TUFM,ENSG00000178952,7284,2.5561926447,1877,FALSE
0.0070455396,0.0276913937,G17533,KPNA3,ENSG00000102753,3839,2.7655347464,1213,FALSE
0.0070902417,0.0278549618,G17682,STK24,ENSG00000102572,8428,2.7369655942,1208,FALSE
0.0071052562,0.0278845888,G21419,TTC19,ENSG00000011295,54902,2.716207034,1517,FALSE
0.0071070491,0.0278845888,G3768,SMPD4,ENSG00000136699,55627,2.3219280949,1065,FALSE
0.0071035028,0.0278845888,G6586,MAN2A1,ENSG00000112893,4124,2.8073549221,1435,FALSE
0.0071241305,0.0279394656,G3849,GCG,ENSG00000115263,2641,10.7659361287,2164,TRUE
0.0071371161,0.0279782388,G19640,MAN2C1,ENSG00000140400,4123,2.815841755,1404,FALSE
0.0071502884,0.0280177098,G6819,AP3S1,ENSG00000177879,1176,2.5849625007,1451,FALSE
0.0071849405,0.0281412765,G12220,C9orf142,NA,NA,2.7224660245,1355,FALSE
0.0071908927,0.0281523761,G15328,EIF3M,ENSG00000149100,10480,2.6438561898,1757,FALSE
0.0072018745,0.0281831483,G6277,SCARB2,ENSG00000138760,950,2.4429434958,2030,FALSE
0.0072152717,0.0282233419,G23930,OPA3,ENSG00000125741,80207,2.4329594073,1010,FALSE
0.0072379338,0.0282997254,G20239,GLIS2,ENSG00000274636,84662,2.5235619561,949,FALSE
0.0072550596,0.0283421367,G14263,HNRNPH3,ENSG00000096746,3189,2.7441610956,1761,FALSE
0.0072532755,0.0283421367,G8720,BAG2,ENSG00000112208,9532,2.8073549221,692,FALSE
0.0072676506,0.0283790438,G16564,HECTD4,ENSG00000173064,283450,2.9307373376,1482,FALSE
0.0072875436,0.02844442,G22416,YES1,ENSG00000176105,7525,2.4854268272,1034,FALSE
0.0072957721,0.0284642311,G17537,ZDHHC20,ENSG00000180776,253832,2.5025003405,718,FALSE
0.0072993996,0.0284660817,G18373,SLC22A17,ENSG00000092096,51310,3.2542412874,1630,FALSE
0.0073078391,0.0284866889,G22789,ZNF43,ENSG00000279566,7594,2.6629650127,673,FALSE
0.0073170406,0.0285102472,G4767,PRRT3,ENSG00000163704,285368,2.5235619561,764,FALSE
0.0073485834,0.0286207983,G22845,SMARCA4,ENSG00000127616,6597,2.6880559937,1656,FALSE
0.0073595685,0.0286395803,G6552,SLC25A4,ENSG00000151729,291,2.5178483049,1900,FALSE
0.0073597504,0.0286395803,G7780,DST,ENSG00000151914,667,2.9119438233,1889,FALSE
0.0073814187,0.0287115242,G22857,C19orf43,NA,NA,2,1774,FALSE
0.00739347,0.0287460153,G10417,RNF170,ENSG00000120925,81790,2.9259994186,1230,FALSE
0.0074230338,0.02882372,G10743,CLU,ENSG00000120885,1191,3.1209309186,2159,FALSE
0.0074216538,0.02882372,G10966,PLEKHF2,ENSG00000175895,79666,2.8479969066,1128,FALSE
0.0074224046,0.02882372,G18158,GCH1,ENSG00000131979,2643,3.2094533656,1454,FALSE
0.0074302771,0.0288270484,G10459,LACTB2,ENSG00000147592,51110,2.5360529002,1047,FALSE
0.0074286726,0.0288270484,G20794,TAF1C,ENSG00000103168,9013,2.5849625007,834,FALSE
0.0074346341,0.0288315622,G3330,CEBPZ,ENSG00000115816,10153,2.9259994186,1566,FALSE
0.0074872925,0.0290233046,G10528,FBXO32,ENSG00000156804,114907,2.9541963104,540,FALSE
0.0075029087,0.0290713561,G21856,COA3,ENSG00000183978,28958,2.716207034,2087,FALSE
0.0075354292,0.029165261,G11586,ANXA2P2,ENSG00000231991,NA,3.896164189,1583,FALSE
0.0075314799,0.029165261,G11843,HIATL1,NA,NA,2.7548875022,1092,FALSE
0.0075398866,0.029165261,G21085,MED13,ENSG00000108510,9969,2.8073549221,1203,FALSE
0.0075400664,0.029165261,G24474,SLC27A5,ENSG00000083807,10998,2.6438561898,629,FALSE
0.0075568525,0.0292061856,G15647,OTUB1,ENSG00000167770,55611,2.4278615396,1950,FALSE
0.0075571167,0.0292061856,G18061,CDC16,ENSG00000130177,8881,2.8744691179,1302,FALSE
0.0075871859,0.0293098477,G6952,STC2,ENSG00000113739,8614,3.2016338612,711,FALSE
0.0075995314,0.0293393607,G17528,ZNF268,ENSG00000090612,10795,3.0874628413,637,FALSE
0.0076013253,0.0293393607,G18445,SRP54,ENSG00000100883,6729,2.7278897922,1713,FALSE
0.0076082917,0.0293536998,G2463,TSNAX,ENSG00000116918,7257,2.6244908649,1517,FALSE
0.0076288686,0.0294006103,G24739,TMEM230,ENSG00000089063,29058,2.3219280949,1998,FALSE
0.0076302204,0.0294006103,G25964,NPTXR,ENSG00000221890,23467,2.5235619561,726,FALSE
0.0076265429,0.0294006103,G6731,ERBB2IP,NA,NA,2.6780719051,1057,FALSE
0.0076699776,0.0295411936,G19718,BTBD1,ENSG00000064726,53339,2.6438561898,1225,FALSE
0.0076974355,0.029634306,G17298,CCDC53,NA,NA,2.7279204546,1607,FALSE
0.0077082886,0.0296634397,G4012,FASTKD2,ENSG00000118246,22868,2.963474124,1182,FALSE
0.0077127913,0.0296681208,G5078,GLT8D1,ENSG00000016864,55830,2.8328900142,1475,FALSE
0.0077232572,0.0296957268,G15854,NUMA1,ENSG00000137497,4926,2.7004397181,1598,FALSE
0.0077634103,0.0298237403,G10718,TNFRSF10B,ENSG00000120889,8795,2.4150374993,577,FALSE
0.007765832,0.0298237403,G2679,ITM2C,ENSG00000135916,81618,2.4085824771,2024,FALSE
0.0077664614,0.0298237403,G6715,SKIV2L2,ENSG00000039123,23517,2.5360529002,1304,FALSE
0.00777112,0.0298289421,G24571,RALY,ENSG00000125970,22913,2.7589919005,1770,FALSE
0.0077941059,0.0299044572,G21720,STARD3,ENSG00000131748,10948,2.8292146813,1365,FALSE
0.0078036985,0.0299285431,G5262,NDUFB4,ENSG00000065518,4710,2.1750867066,2146,FALSE
0.0078322191,0.0300251694,G7228,NSA2,ENSG00000164346,10412,2.3219280949,1467,FALSE
0.0078568593,0.0301068445,G16597,SCARB1,ENSG00000073060,949,3.0506260731,1148,FALSE
0.0078686003,0.0301390426,G21220,ATP2A3,ENSG00000074370,489,3.0703893279,1462,FALSE
0.0078720378,0.030139422,G2971,GPD2,ENSG00000115159,2820,2.8579809951,954,FALSE
0.0078794895,0.0301551636,G19023,FAM214A,ENSG00000047346,56204,2.9541963104,929,FALSE
0.0078857425,0.0301663067,G28,NUDC,ENSG00000090273,10726,2.6394904034,2048,FALSE
0.0078925665,0.0301796233,G22434,SEH1L,ENSG00000085415,81929,2.7661983196,1181,FALSE
0.0079006409,0.0301977077,G1645,GDAP2,ENSG00000196505,54834,2.8579809951,805,FALSE
0.0079082768,0.0302141021,G6656,MARCH6,ENSG00000145495,10299,2.609624555,2122,FALSE
0.0079148936,0.0302265902,G14753,SWAP70,ENSG00000133789,23075,2.8073549221,904,FALSE
0.0079195551,0.0302316041,G8841,MARCKS,ENSG00000277443,4082,2.4780472968,1958,FALSE
0.0079446711,0.0303146621,G8669,ENPP4,ENSG00000001561,22875,2.7864448342,1184,FALSE
0.007955391,0.0303427418,G15345,CD44,ENSG00000026508,960,4.6829931618,1383,FALSE
0.0079636302,0.030348524,G24023,CA11,ENSG00000063180,770,2.3219280949,731,FALSE
0.0079605985,0.030348524,G6868,KDM3B,ENSG00000120733,51780,2.5360529002,1080,FALSE
0.0079760169,0.0303807572,G13902,PIK3AP1,ENSG00000155629,118788,3.0506260731,523,FALSE
0.0079788187,0.0303807572,G9886,CPSF4,ENSG00000160917,10898,2.6629650127,669,FALSE
0.0079961726,0.0304339993,G7910,MRPS18A,ENSG00000096080,55168,2.7279204546,1499,FALSE
0.0080113579,0.030478946,G16521,CDK17,ENSG00000059758,5128,2.6438561898,546,FALSE
0.0080252055,0.0305059178,G14140,ZNF25,ENSG00000175395,219749,2.9068905956,684,FALSE
0.0080221349,0.0305059178,G5004,RNF123,ENSG00000164068,63891,2.5542622284,998,FALSE
0.0080345968,0.0305287625,G10484,CPNE3,ENSG00000085719,8895,2.5579954531,1923,FALSE
0.0080530245,0.030585909,G21555,NUFIP2,ENSG00000108256,57532,2.4594316186,1286,FALSE
0.0080670261,0.0306262034,G15260,CYP2R1,ENSG00000186104,120227,2.7369655942,531,FALSE
0.0080896051,0.0306990143,G20717,FUK,ENSG00000157353,197258,2.5235619561,640,FALSE
0.008109633,0.030762087,G275,NDC1,ENSG00000058804,55706,2.8073549221,521,FALSE
