status,family,pval,qval,G,gene_short_name,id,ensembl_gene_id,hgnc_symbol,entrezgene,iqr_count,num_cells_expressed
OK,negbinomial.size,0.145145481472903,0.561187754491377,G5536,EIF4G1,NM_198241+NM_198244+NM_001194946+NM_001194947+NM_198242+NM_001291157+NM_182917+NM_004953,ENSG00000114867,EIF4G1,1981,2.55942740861402,1924
OK,negbinomial.size,0.89336744971092,1,G5538,FAM131A,NM_001171093+NM_144635,ENSG00000175182,FAM131A,131408,2.37851162325373,836
OK,negbinomial.size,0.895815731564149,1,G5542,POLR2H,NM_001278700+NM_001278715+NM_006232+NM_001278699+NM_001278714+NM_001278698,ENSG00000163882,POLR2H,5437,2.4594316186373,1383
OK,negbinomial.size,0.541711840565426,1,G5543,MAGEF1,NM_022149,ENSG00000177383,MAGEF1,64110,2.4447848426729,1548
OK,negbinomial.size,0.438707091338904,0.974820904564224,G5547,TMEM41A,NM_080652,ENSG00000163900,TMEM41A,90407,2.79248125036058,1084
OK,negbinomial.size,0.563627211531387,1,G5548,LIPH,NM_139248,ENSG00000163898,LIPH,200879,3.29278174922785,627
OK,negbinomial.size,0.702017418648344,1,G5550,TRA2B,NM_001243879+NM_004593,ENSG00000136527,TRA2B,6434,2.73696559416621,1659
OK,negbinomial.size,0.956028874646966,1,G5552,ETV5,NM_004454,ENSG00000244405,ETV5,2119,2.72766361015228,590
OK,negbinomial.size,0.695024061409991,1,G5555,DNAJB11,NM_016306,ENSG00000090520,DNAJB11,51726,2.71271804791953,1432
OK,negbinomial.size,0.60831944256366,1,G5556,TBCCD1,NM_001134415+NM_018138+NM_001286749,ENSG00000113838,TBCCD1,55171,2.8073549220576,535
OK,negbinomial.size,0.0184246138020408,0.135139456457622,G5559,EIF4A2,NM_001967,ENSG00000156976,EIF4A2,1974,2.41342012749691,2162
OK,negbinomial.size,0.524803669040028,1,G556,NR5A2,NM_003822+NM_205860+NM_001276464,ENSG00000116833,NR5A2,2494,2.88752527074159,602
OK,negbinomial.size,4.12477410254677e-05,0.00104309413439194,G5573,SST,NM_001048,ENSG00000157005,SST,6750,2.72246602447109,1456
OK,negbinomial.size,3.76681995137235e-16,5.57489352803108e-14,G5575,BCL6,NM_001134738+NM_001130845+NM_001706,ENSG00000113916,BCL6,604,4.26642765880453,616
OK,negbinomial.size,0.0370398188948907,0.217281016883089,G5582,CLDN1,NM_021101,ENSG00000163347,CLDN1,9076,4.34865689586649,580
OK,negbinomial.size,0.134504388203431,0.531657450394297,G559,CAMSAP2,NM_203459,ENSG00000118200,CAMSAP2,23271,2.58496250072116,742
OK,negbinomial.size,0.00256636613646578,0.0320458554357028,G5600,ATP13A3,NM_024524,ENSG00000133657,ATP13A3,79572,2.84130225398094,1386
OK,negbinomial.size,0.679850852539008,1,G5609,PPP1R2,NM_001291504+NM_001291505+NM_006241,ENSG00000184203,PPP1R2,5504,2.58496250072116,1560
OK,negbinomial.size,1.06639925814531e-19,2.29225059584187e-17,G5613,MUC20,NM_001282506+NM_001291833+NM_020790+NM_152673,ENSG00000274843,MUC20,200958,4.15380533607904,706
OK,negbinomial.size,0.282082363048064,0.813980435829263,G5614,TNK2,NM_005781+NM_001010938,ENSG00000061938,TNK2,10188,2.4594316186373,663
OK,negbinomial.size,0.319919415622313,0.862704733210743,G5616,TFRC,NM_003234+NM_001128148,ENSG00000072274,TFRC,7037,2.93288580414146,1550
OK,negbinomial.size,0.791977514085733,1,G562,CSRP1,NM_001193572+NM_001193571+NM_004078+NM_001193570,ENSG00000159176,CSRP1,1465,2.61738397841353,1824
OK,negbinomial.size,0.976250333331997,1,G5620,TCTEX1D2,NM_152773,ENSG00000213123,TCTEX1D2,255758,2.52356195605701,1041
OK,negbinomial.size,0.94413619283192,1,G5622,PCYT1A,NM_005017,ENSG00000161217,PCYT1A,5130,2.50250034052918,614
OK,negbinomial.size,0.24250224049886,0.756238420457238,G5624,FBXO45,NM_001105573,ENSG00000174013,FBXO45,200933,2.66296501272243,505
OK,negbinomial.size,0.404749897670381,0.94837323544464,G5627,PIGX,NM_001166304+NM_017861,ENSG00000163964,PIGX,54965,2.37851162325373,1152
OK,negbinomial.size,0.00964507642568025,0.085034912081095,G563,NAV1,NM_020443+NM_001167738,ENSG00000134369,NAV1,89796,3.10433665981474,1579
OK,negbinomial.size,0.072024091772299,0.341810953474389,G5630,NCBP2,NM_007362+NM_001042540,ENSG00000114503,NCBP2,22916,2.83007499855769,1621
OK,negbinomial.size,0.298102754654934,0.83527984761786,G5632,NCBP2-AS2,NR_024388,ENSG00000270170,NCBP2-AS2,152217,2.85078584381551,1438
OK,negbinomial.size,0.827407408551358,1,G5637,FYTTD1,NM_001011537+NM_032288+NR_027840,ENSG00000122068,FYTTD1,84248,2.83916275940545,1581
OK,negbinomial.size,0.483626956398141,1,G5638,KIAA0226,NM_001145642+NM_014687,NA,NA,NA,2.76553474636298,1019
OK,negbinomial.size,0.163176314429253,0.602373765414301,G564,ELF3,NM_001114309+NM_004433,ENSG00000163435,ELF3,1999,3.81102590972819,1502
OK,negbinomial.size,0.322269341971438,0.864877413590411,G5641,RPL35A,NM_000996,ENSG00000182899,RPL35A,6165,1.95842203481897,2159
OK,negbinomial.size,0.175358503585971,0.63022952642283,G5645,ACOX3,NM_001101667+NM_003501,ENSG00000087008,ACOX3,8310,2.4594316186373,554
